state	stage	genotype	event_count	N_v	L_v
primary::APC+FBXW7+KRAS+PIK3CA+SOX9+TCF7L2	primary	APC+FBXW7+KRAS+PIK3CA+SOX9+TCF7L2	6	5	0.00039391790750807534
primary::APC+FBXW7+KRAS+PIK3CA+TCF7L2	primary	APC+FBXW7+KRAS+PIK3CA+TCF7L2	5	5	0.00039391790750807534
primary::APC+FBXW7+KRAS+SOX9	primary	APC+FBXW7+KRAS+SOX9	4	5	0.00039391790750807534
primary::APC+FBXW7+SMAD4+TP53	primary	APC+FBXW7+SMAD4+TP53	4	5	0.00039391790750807534
primary::APC+KRAS+PIK3CA+SOX9+TCF7L2	primary	APC+KRAS+PIK3CA+SOX9+TCF7L2	5	5	0.00039391790750807534
primary::APC+KRAS+SOX9+TCF7L2+TP53	primary	APC+KRAS+SOX9+TCF7L2+TP53	5	5	0.00039391790750807534
primary::APC+SMAD4+SOX9+TP53	primary	APC+SMAD4+SOX9+TP53	4	5	0.00039391790750807534
primary::ARID1A+BRAF+PIK3CA+RNF43+TGFBR2	primary	ARID1A+BRAF+PIK3CA+RNF43+TGFBR2	5	5	0.00039391790750807534
primary::ARID1A+BRAF+RNF43+SOX9	primary	ARID1A+BRAF+RNF43+SOX9	4	5	0.00039391790750807534
primary::BRAF+FBXW7+PIK3CA+TP53	primary	BRAF+FBXW7+PIK3CA+TP53	4	5	0.00039391790750807534
primary::BRAF+PTEN+SMAD4+TP53	primary	BRAF+PTEN+SMAD4+TP53	4	5	0.00039391790750807534
primary::BRAF+SOX9	primary	BRAF+SOX9	2	5	0.00039391790750807534
primary::CTNNB1	primary	CTNNB1	1	5	0.00039391790750807534
primary::FBXW7+PIK3CA+TP53	primary	FBXW7+PIK3CA+TP53	3	5	0.00039391790750807534
primary::KRAS+RNF43+SMAD4+TP53	primary	KRAS+RNF43+SMAD4+TP53	4	5	0.00039391790750807534
primary::KRAS+SOX9+TP53	primary	KRAS+SOX9+TP53	3	5	0.00039391790750807534
primary::KRAS+TCF7L2+TP53	primary	KRAS+TCF7L2+TP53	3	5	0.00039391790750807534
primary::SOX9	primary	SOX9	1	5	0.00039391790750807534
metastatic::APC+ARID1A+FBXW7+TP53	metastatic	APC+ARID1A+FBXW7+TP53	4	4	0.0003151343260064603
metastatic::APC+ARID1A+KRAS+PIK3CA+TP53	metastatic	APC+ARID1A+KRAS+PIK3CA+TP53	5	4	0.0003151343260064603
metastatic::APC+ARID1A+SMAD4+TP53	metastatic	APC+ARID1A+SMAD4+TP53	4	4	0.0003151343260064603
metastatic::APC+BRAF+KRAS+SMAD4+TP53	metastatic	APC+BRAF+KRAS+SMAD4+TP53	5	4	0.0003151343260064603
metastatic::APC+CTNNB1+KRAS	metastatic	APC+CTNNB1+KRAS	3	4	0.0003151343260064603
metastatic::APC+FBXW7+KRAS+SOX9+TP53	metastatic	APC+FBXW7+KRAS+SOX9+TP53	5	4	0.0003151343260064603
metastatic::APC+FBXW7+SOX9+TP53	metastatic	APC+FBXW7+SOX9+TP53	4	4	0.0003151343260064603
metastatic::APC+KRAS+PIK3CA+SOX9+TP53	metastatic	APC+KRAS+PIK3CA+SOX9+TP53	5	4	0.0003151343260064603
metastatic::APC+KRAS+RNF43+TP53	metastatic	APC+KRAS+RNF43+TP53	4	4	0.0003151343260064603
metastatic::APC+PIK3CA	metastatic	APC+PIK3CA	2	4	0.0003151343260064603
metastatic::APC+PIK3CA+PTEN	metastatic	APC+PIK3CA+PTEN	3	4	0.0003151343260064603
metastatic::APC+PIK3CA+SOX9+TP53	metastatic	APC+PIK3CA+SOX9+TP53	4	4	0.0003151343260064603
metastatic::APC+SMAD4	metastatic	APC+SMAD4	2	4	0.0003151343260064603
metastatic::APC+SMAD4+TCF7L2+TP53	metastatic	APC+SMAD4+TCF7L2+TP53	4	4	0.0003151343260064603
metastatic::APC+TCF7L2	metastatic	APC+TCF7L2	2	4	0.0003151343260064603
metastatic::BRAF+FBXW7+PIK3CA	metastatic	BRAF+FBXW7+PIK3CA	3	4	0.0003151343260064603
metastatic::BRAF+PIK3CA	metastatic	BRAF+PIK3CA	2	4	0.0003151343260064603
metastatic::CTNNB1+KRAS+PIK3CA+TP53	metastatic	CTNNB1+KRAS+PIK3CA+TP53	4	4	0.0003151343260064603
metastatic::CTNNB1+PIK3CA+TP53	metastatic	CTNNB1+PIK3CA+TP53	3	4	0.0003151343260064603
metastatic::FBXW7+KRAS+PIK3CA	metastatic	FBXW7+KRAS+PIK3CA	3	4	0.0003151343260064603
metastatic::KRAS+RNF43+SMAD4+TP53	metastatic	KRAS+RNF43+SMAD4+TP53	4	4	0.0003151343260064603
metastatic::NRAS+SMAD4+TP53	metastatic	NRAS+SMAD4+TP53	3	4	0.0003151343260064603
primary::APC+ARID1A	primary	APC+ARID1A	2	4	0.0003151343260064603
primary::APC+ARID1A+FBXW7+KRAS+TP53	primary	APC+ARID1A+FBXW7+KRAS+TP53	5	4	0.0003151343260064603
primary::APC+ARID1A+KRAS+PIK3CA+PTEN+SOX9	primary	APC+ARID1A+KRAS+PIK3CA+PTEN+SOX9	6	4	0.0003151343260064603
primary::APC+ARID1A+PIK3CA+SOX9	primary	APC+ARID1A+PIK3CA+SOX9	4	4	0.0003151343260064603
primary::APC+ARID1A+PIK3CA+TCF7L2+TP53	primary	APC+ARID1A+PIK3CA+TCF7L2+TP53	5	4	0.0003151343260064603
primary::APC+BRAF+FBXW7+PIK3CA+PTEN	primary	APC+BRAF+FBXW7+PIK3CA+PTEN	5	4	0.0003151343260064603
primary::APC+BRAF+FBXW7+PIK3CA+TP53	primary	APC+BRAF+FBXW7+PIK3CA+TP53	5	4	0.0003151343260064603
primary::APC+BRAF+KRAS+SOX9+TP53	primary	APC+BRAF+KRAS+SOX9+TP53	5	4	0.0003151343260064603
primary::APC+BRAF+KRAS+TP53	primary	APC+BRAF+KRAS+TP53	4	4	0.0003151343260064603
primary::APC+BRAF+NRAS+TP53	primary	APC+BRAF+NRAS+TP53	4	4	0.0003151343260064603
primary::APC+BRAF+PTEN	primary	APC+BRAF+PTEN	3	4	0.0003151343260064603
primary::APC+BRAF+SMAD4	primary	APC+BRAF+SMAD4	3	4	0.0003151343260064603
primary::APC+CTNNB1	primary	APC+CTNNB1	2	4	0.0003151343260064603
primary::APC+FBXW7+KRAS+PIK3CA+SOX9+TP53	primary	APC+FBXW7+KRAS+PIK3CA+SOX9+TP53	6	4	0.0003151343260064603
primary::APC+FBXW7+KRAS+SMAD4+SOX9+TP53	primary	APC+FBXW7+KRAS+SMAD4+SOX9+TP53	6	4	0.0003151343260064603
primary::APC+KRAS+NRAS	primary	APC+KRAS+NRAS	3	4	0.0003151343260064603
primary::APC+KRAS+PIK3CA+PTEN+SOX9	primary	APC+KRAS+PIK3CA+PTEN+SOX9	5	4	0.0003151343260064603
primary::APC+KRAS+PIK3CA+PTEN+TCF7L2	primary	APC+KRAS+PIK3CA+PTEN+TCF7L2	5	4	0.0003151343260064603
primary::APC+KRAS+PIK3CA+SMAD4+SOX9+TP53	primary	APC+KRAS+PIK3CA+SMAD4+SOX9+TP53	6	4	0.0003151343260064603
primary::APC+NRAS+PIK3CA+SMAD4+TP53	primary	APC+NRAS+PIK3CA+SMAD4+TP53	5	4	0.0003151343260064603
primary::APC+NRAS+PTEN+TP53	primary	APC+NRAS+PTEN+TP53	4	4	0.0003151343260064603
primary::APC+PIK3CA+RNF43+TP53	primary	APC+PIK3CA+RNF43+TP53	4	4	0.0003151343260064603
primary::APC+PIK3CA+SOX9+TP53	primary	APC+PIK3CA+SOX9+TP53	4	4	0.0003151343260064603
primary::APC+SOX9+TCF7L2+TP53	primary	APC+SOX9+TCF7L2+TP53	4	4	0.0003151343260064603
primary::ARID1A+BRAF+RNF43+TCF7L2	primary	ARID1A+BRAF+RNF43+TCF7L2	4	4	0.0003151343260064603
primary::ARID1A+BRAF+RNF43+TP53	primary	ARID1A+BRAF+RNF43+TP53	4	4	0.0003151343260064603
primary::BRAF+NRAS+TP53	primary	BRAF+NRAS+TP53	3	4	0.0003151343260064603
primary::BRAF+PIK3CA+RNF43	primary	BRAF+PIK3CA+RNF43	3	4	0.0003151343260064603
primary::BRAF+PIK3CA+RNF43+TGFBR2	primary	BRAF+PIK3CA+RNF43+TGFBR2	4	4	0.0003151343260064603
primary::BRAF+RNF43+SMAD4	primary	BRAF+RNF43+SMAD4	3	4	0.0003151343260064603
primary::BRAF+RNF43+SOX9+TGFBR2	primary	BRAF+RNF43+SOX9+TGFBR2	4	4	0.0003151343260064603
primary::CTNNB1+KRAS+PIK3CA+PTEN+TP53	primary	CTNNB1+KRAS+PIK3CA+PTEN+TP53	5	4	0.0003151343260064603
primary::CTNNB1+KRAS+SMAD4+TP53	primary	CTNNB1+KRAS+SMAD4+TP53	4	4	0.0003151343260064603
primary::FBXW7+KRAS+PIK3CA+SMAD4+TP53	primary	FBXW7+KRAS+PIK3CA+SMAD4+TP53	5	4	0.0003151343260064603
primary::FBXW7+KRAS+SMAD4+TP53	primary	FBXW7+KRAS+SMAD4+TP53	4	4	0.0003151343260064603
primary::KRAS+PIK3CA+PTEN+SMAD4+TP53	primary	KRAS+PIK3CA+PTEN+SMAD4+TP53	5	4	0.0003151343260064603
primary::KRAS+PIK3CA+RNF43+SMAD4+TP53	primary	KRAS+PIK3CA+RNF43+SMAD4+TP53	5	4	0.0003151343260064603
primary::KRAS+SOX9	primary	KRAS+SOX9	2	4	0.0003151343260064603
primary::KRAS+TGFBR2	primary	KRAS+TGFBR2	2	4	0.0003151343260064603
primary::NRAS	primary	NRAS	1	4	0.0003151343260064603
primary::NRAS+RNF43+TP53	primary	NRAS+RNF43+TP53	3	4	0.0003151343260064603
primary::PIK3CA+PTEN	primary	PIK3CA+PTEN	2	4	0.0003151343260064603
primary::PIK3CA+SMAD4	primary	PIK3CA+SMAD4	2	4	0.0003151343260064603
unknown::BRAF+TP53	unknown	BRAF+TP53	2	4	0.0003151343260064603
unknown::KRAS	unknown	KRAS	1	4	0.0003151343260064603
unknown::KRAS+TP53	unknown	KRAS+TP53	2	4	0.0003151343260064603
metastatic::APC+ARID1A	metastatic	APC+ARID1A	2	3	0.0002363507445048452
metastatic::APC+ARID1A+KRAS	metastatic	APC+ARID1A+KRAS	3	3	0.0002363507445048452
metastatic::APC+ARID1A+KRAS+SMAD4	metastatic	APC+ARID1A+KRAS+SMAD4	4	3	0.0002363507445048452
metastatic::APC+ARID1A+PIK3CA+TP53	metastatic	APC+ARID1A+PIK3CA+TP53	4	3	0.0002363507445048452
metastatic::APC+BRAF	metastatic	APC+BRAF	2	3	0.0002363507445048452
metastatic::APC+BRAF+KRAS+TP53	metastatic	APC+BRAF+KRAS+TP53	4	3	0.0002363507445048452
metastatic::APC+BRAF+PTEN	metastatic	APC+BRAF+PTEN	3	3	0.0002363507445048452
metastatic::APC+CTNNB1+KRAS+PIK3CA	metastatic	APC+CTNNB1+KRAS+PIK3CA	4	3	0.0002363507445048452
metastatic::APC+CTNNB1+KRAS+SMAD4+TP53	metastatic	APC+CTNNB1+KRAS+SMAD4+TP53	5	3	0.0002363507445048452
metastatic::APC+CTNNB1+PIK3CA+TP53	metastatic	APC+CTNNB1+PIK3CA+TP53	4	3	0.0002363507445048452
metastatic::APC+FBXW7+KRAS+PIK3CA+SOX9	metastatic	APC+FBXW7+KRAS+PIK3CA+SOX9	5	3	0.0002363507445048452
metastatic::APC+FBXW7+KRAS+PTEN	metastatic	APC+FBXW7+KRAS+PTEN	4	3	0.0002363507445048452
metastatic::APC+FBXW7+KRAS+SOX9	metastatic	APC+FBXW7+KRAS+SOX9	4	3	0.0002363507445048452
metastatic::APC+KRAS+PIK3CA+PTEN+SMAD4	metastatic	APC+KRAS+PIK3CA+PTEN+SMAD4	5	3	0.0002363507445048452
metastatic::APC+KRAS+PIK3CA+SMAD4+TCF7L2	metastatic	APC+KRAS+PIK3CA+SMAD4+TCF7L2	5	3	0.0002363507445048452
metastatic::APC+KRAS+PIK3CA+TCF7L2+TP53	metastatic	APC+KRAS+PIK3CA+TCF7L2+TP53	5	3	0.0002363507445048452
metastatic::APC+KRAS+RNF43	metastatic	APC+KRAS+RNF43	3	3	0.0002363507445048452
metastatic::APC+NRAS+PIK3CA	metastatic	APC+NRAS+PIK3CA	3	3	0.0002363507445048452
metastatic::APC+NRAS+PIK3CA+TCF7L2	metastatic	APC+NRAS+PIK3CA+TCF7L2	4	3	0.0002363507445048452
metastatic::APC+NRAS+PTEN+TP53	metastatic	APC+NRAS+PTEN+TP53	4	3	0.0002363507445048452
metastatic::APC+PIK3CA+SOX9	metastatic	APC+PIK3CA+SOX9	3	3	0.0002363507445048452
metastatic::APC+PTEN	metastatic	APC+PTEN	2	3	0.0002363507445048452
metastatic::ARID1A+RNF43+TP53	metastatic	ARID1A+RNF43+TP53	3	3	0.0002363507445048452
metastatic::BRAF+FBXW7+TP53	metastatic	BRAF+FBXW7+TP53	3	3	0.0002363507445048452
metastatic::BRAF+KRAS+PIK3CA	metastatic	BRAF+KRAS+PIK3CA	3	3	0.0002363507445048452
metastatic::BRAF+PIK3CA+SMAD4+TP53	metastatic	BRAF+PIK3CA+SMAD4+TP53	4	3	0.0002363507445048452
metastatic::BRAF+PTEN+SMAD4+TP53	metastatic	BRAF+PTEN+SMAD4+TP53	4	3	0.0002363507445048452
metastatic::BRAF+RNF43+SMAD4+TP53	metastatic	BRAF+RNF43+SMAD4+TP53	4	3	0.0002363507445048452
metastatic::CTNNB1	metastatic	CTNNB1	1	3	0.0002363507445048452
metastatic::CTNNB1+KRAS+PIK3CA	metastatic	CTNNB1+KRAS+PIK3CA	3	3	0.0002363507445048452
metastatic::CTNNB1+KRAS+SMAD4	metastatic	CTNNB1+KRAS+SMAD4	3	3	0.0002363507445048452
metastatic::FBXW7	metastatic	FBXW7	1	3	0.0002363507445048452
metastatic::FBXW7+PIK3CA+TP53	metastatic	FBXW7+PIK3CA+TP53	3	3	0.0002363507445048452
metastatic::KRAS+SMAD4+SOX9	metastatic	KRAS+SMAD4+SOX9	3	3	0.0002363507445048452
metastatic::NRAS+RNF43+TP53	metastatic	NRAS+RNF43+TP53	3	3	0.0002363507445048452
primary::APC+ARID1A+BRAF+PIK3CA+RNF43+TGFBR2	primary	APC+ARID1A+BRAF+PIK3CA+RNF43+TGFBR2	6	3	0.0002363507445048452
primary::APC+ARID1A+FBXW7+KRAS+PIK3CA+SOX9+TGFBR2+TP53	primary	APC+ARID1A+FBXW7+KRAS+PIK3CA+SOX9+TGFBR2+TP53	8	3	0.0002363507445048452
primary::APC+ARID1A+KRAS+PIK3CA+TCF7L2+TP53	primary	APC+ARID1A+KRAS+PIK3CA+TCF7L2+TP53	6	3	0.0002363507445048452
primary::APC+ARID1A+KRAS+RNF43+TCF7L2	primary	APC+ARID1A+KRAS+RNF43+TCF7L2	5	3	0.0002363507445048452
primary::APC+ARID1A+PIK3CA+PTEN+TCF7L2	primary	APC+ARID1A+PIK3CA+PTEN+TCF7L2	5	3	0.0002363507445048452
primary::APC+ARID1A+RNF43	primary	APC+ARID1A+RNF43	3	3	0.0002363507445048452
primary::APC+ARID1A+RNF43+SOX9	primary	APC+ARID1A+RNF43+SOX9	4	3	0.0002363507445048452
primary::APC+ARID1A+RNF43+TCF7L2+TP53	primary	APC+ARID1A+RNF43+TCF7L2+TP53	5	3	0.0002363507445048452
primary::APC+ARID1A+RNF43+TP53	primary	APC+ARID1A+RNF43+TP53	4	3	0.0002363507445048452
primary::APC+ARID1A+SMAD4+SOX9+TP53	primary	APC+ARID1A+SMAD4+SOX9+TP53	5	3	0.0002363507445048452
primary::APC+BRAF+KRAS+PTEN	primary	APC+BRAF+KRAS+PTEN	4	3	0.0002363507445048452
primary::APC+BRAF+KRAS+SMAD4	primary	APC+BRAF+KRAS+SMAD4	4	3	0.0002363507445048452
primary::APC+BRAF+NRAS+PIK3CA+TP53	primary	APC+BRAF+NRAS+PIK3CA+TP53	5	3	0.0002363507445048452
primary::APC+BRAF+PIK3CA+PTEN	primary	APC+BRAF+PIK3CA+PTEN	4	3	0.0002363507445048452
primary::APC+BRAF+PIK3CA+SMAD4	primary	APC+BRAF+PIK3CA+SMAD4	4	3	0.0002363507445048452
primary::APC+BRAF+RNF43+TGFBR2+TP53	primary	APC+BRAF+RNF43+TGFBR2+TP53	5	3	0.0002363507445048452
primary::APC+CTNNB1+FBXW7+TP53	primary	APC+CTNNB1+FBXW7+TP53	4	3	0.0002363507445048452
primary::APC+CTNNB1+KRAS+PIK3CA	primary	APC+CTNNB1+KRAS+PIK3CA	4	3	0.0002363507445048452
primary::APC+CTNNB1+KRAS+PIK3CA+SOX9+TP53	primary	APC+CTNNB1+KRAS+PIK3CA+SOX9+TP53	6	3	0.0002363507445048452
primary::APC+CTNNB1+KRAS+TCF7L2	primary	APC+CTNNB1+KRAS+TCF7L2	4	3	0.0002363507445048452
primary::APC+FBXW7+KRAS+PIK3CA+SMAD4	primary	APC+FBXW7+KRAS+PIK3CA+SMAD4	5	3	0.0002363507445048452
primary::APC+FBXW7+KRAS+PTEN+TP53	primary	APC+FBXW7+KRAS+PTEN+TP53	5	3	0.0002363507445048452
primary::APC+FBXW7+KRAS+SMAD4	primary	APC+FBXW7+KRAS+SMAD4	4	3	0.0002363507445048452
primary::APC+FBXW7+NRAS+PIK3CA+TP53	primary	APC+FBXW7+NRAS+PIK3CA+TP53	5	3	0.0002363507445048452
primary::APC+FBXW7+PIK3CA+SOX9+TP53	primary	APC+FBXW7+PIK3CA+SOX9+TP53	5	3	0.0002363507445048452
primary::APC+FBXW7+RNF43+TP53	primary	APC+FBXW7+RNF43+TP53	4	3	0.0002363507445048452
primary::APC+KRAS+PIK3CA+RNF43+TP53	primary	APC+KRAS+PIK3CA+RNF43+TP53	5	3	0.0002363507445048452
primary::APC+KRAS+PIK3CA+SMAD4+SOX9+TCF7L2	primary	APC+KRAS+PIK3CA+SMAD4+SOX9+TCF7L2	6	3	0.0002363507445048452
primary::APC+KRAS+PIK3CA+TGFBR2	primary	APC+KRAS+PIK3CA+TGFBR2	4	3	0.0002363507445048452
primary::APC+KRAS+PIK3CA+TGFBR2+TP53	primary	APC+KRAS+PIK3CA+TGFBR2+TP53	5	3	0.0002363507445048452
primary::APC+KRAS+PTEN+SMAD4	primary	APC+KRAS+PTEN+SMAD4	4	3	0.0002363507445048452
primary::APC+KRAS+PTEN+SMAD4+SOX9	primary	APC+KRAS+PTEN+SMAD4+SOX9	5	3	0.0002363507445048452
primary::APC+KRAS+PTEN+SMAD4+TP53	primary	APC+KRAS+PTEN+SMAD4+TP53	5	3	0.0002363507445048452
primary::APC+KRAS+PTEN+TCF7L2+TP53	primary	APC+KRAS+PTEN+TCF7L2+TP53	5	3	0.0002363507445048452
primary::APC+KRAS+SMAD4+TCF7L2	primary	APC+KRAS+SMAD4+TCF7L2	4	3	0.0002363507445048452
primary::APC+KRAS+SOX9+TCF7L2	primary	APC+KRAS+SOX9+TCF7L2	4	3	0.0002363507445048452
primary::APC+KRAS+TGFBR2	primary	APC+KRAS+TGFBR2	3	3	0.0002363507445048452
primary::APC+NRAS+SMAD4	primary	APC+NRAS+SMAD4	3	3	0.0002363507445048452
primary::APC+PIK3CA+PTEN+TP53	primary	APC+PIK3CA+PTEN+TP53	4	3	0.0002363507445048452
primary::APC+PIK3CA+SMAD4+SOX9	primary	APC+PIK3CA+SMAD4+SOX9	4	3	0.0002363507445048452
primary::APC+PIK3CA+SOX9	primary	APC+PIK3CA+SOX9	3	3	0.0002363507445048452
primary::APC+PTEN	primary	APC+PTEN	2	3	0.0002363507445048452
primary::APC+PTEN+SMAD4+TP53	primary	APC+PTEN+SMAD4+TP53	4	3	0.0002363507445048452
primary::APC+PTEN+SOX9	primary	APC+PTEN+SOX9	3	3	0.0002363507445048452
primary::APC+RNF43+TCF7L2	primary	APC+RNF43+TCF7L2	3	3	0.0002363507445048452
primary::APC+SMAD4+SOX9	primary	APC+SMAD4+SOX9	3	3	0.0002363507445048452
primary::ARID1A+BRAF+FBXW7+PIK3CA+RNF43+SOX9	primary	ARID1A+BRAF+FBXW7+PIK3CA+RNF43+SOX9	6	3	0.0002363507445048452
primary::ARID1A+BRAF+FBXW7+RNF43+TCF7L2	primary	ARID1A+BRAF+FBXW7+RNF43+TCF7L2	5	3	0.0002363507445048452
primary::ARID1A+BRAF+PIK3CA+RNF43	primary	ARID1A+BRAF+PIK3CA+RNF43	4	3	0.0002363507445048452
primary::ARID1A+BRAF+PIK3CA+RNF43+SOX9	primary	ARID1A+BRAF+PIK3CA+RNF43+SOX9	5	3	0.0002363507445048452
primary::ARID1A+BRAF+PIK3CA+RNF43+TCF7L2+TGFBR2	primary	ARID1A+BRAF+PIK3CA+RNF43+TCF7L2+TGFBR2	6	3	0.0002363507445048452
primary::ARID1A+BRAF+PTEN+RNF43	primary	ARID1A+BRAF+PTEN+RNF43	4	3	0.0002363507445048452
primary::ARID1A+BRAF+PTEN+RNF43+SOX9	primary	ARID1A+BRAF+PTEN+RNF43+SOX9	5	3	0.0002363507445048452
primary::ARID1A+CTNNB1+FBXW7+PIK3CA+PTEN+SOX9+TCF7L2	primary	ARID1A+CTNNB1+FBXW7+PIK3CA+PTEN+SOX9+TCF7L2	7	3	0.0002363507445048452
primary::ARID1A+FBXW7+RNF43	primary	ARID1A+FBXW7+RNF43	3	3	0.0002363507445048452
primary::ARID1A+KRAS	primary	ARID1A+KRAS	2	3	0.0002363507445048452
primary::ARID1A+KRAS+PIK3CA	primary	ARID1A+KRAS+PIK3CA	3	3	0.0002363507445048452
primary::ARID1A+KRAS+RNF43+SMAD4+TP53	primary	ARID1A+KRAS+RNF43+SMAD4+TP53	5	3	0.0002363507445048452
primary::ARID1A+RNF43	primary	ARID1A+RNF43	2	3	0.0002363507445048452
primary::BRAF+FBXW7+PIK3CA+SMAD4+TP53	primary	BRAF+FBXW7+PIK3CA+SMAD4+TP53	5	3	0.0002363507445048452
primary::BRAF+FBXW7+PTEN	primary	BRAF+FBXW7+PTEN	3	3	0.0002363507445048452
primary::BRAF+FBXW7+RNF43	primary	BRAF+FBXW7+RNF43	3	3	0.0002363507445048452
primary::BRAF+FBXW7+SMAD4	primary	BRAF+FBXW7+SMAD4	3	3	0.0002363507445048452
primary::BRAF+KRAS+PIK3CA+TP53	primary	BRAF+KRAS+PIK3CA+TP53	4	3	0.0002363507445048452
primary::BRAF+PIK3CA+PTEN	primary	BRAF+PIK3CA+PTEN	3	3	0.0002363507445048452
primary::BRAF+PIK3CA+PTEN+RNF43	primary	BRAF+PIK3CA+PTEN+RNF43	4	3	0.0002363507445048452
primary::BRAF+PIK3CA+SMAD4	primary	BRAF+PIK3CA+SMAD4	3	3	0.0002363507445048452
primary::BRAF+PIK3CA+SOX9	primary	BRAF+PIK3CA+SOX9	3	3	0.0002363507445048452
primary::BRAF+PTEN+RNF43+TP53	primary	BRAF+PTEN+RNF43+TP53	4	3	0.0002363507445048452
primary::CTNNB1+FBXW7+TP53	primary	CTNNB1+FBXW7+TP53	3	3	0.0002363507445048452
primary::CTNNB1+KRAS+PIK3CA+SMAD4+SOX9	primary	CTNNB1+KRAS+PIK3CA+SMAD4+SOX9	5	3	0.0002363507445048452
primary::CTNNB1+KRAS+PIK3CA+SOX9	primary	CTNNB1+KRAS+PIK3CA+SOX9	4	3	0.0002363507445048452
primary::CTNNB1+PIK3CA+PTEN	primary	CTNNB1+PIK3CA+PTEN	3	3	0.0002363507445048452
primary::CTNNB1+SMAD4+TP53	primary	CTNNB1+SMAD4+TP53	3	3	0.0002363507445048452
primary::FBXW7+KRAS+PIK3CA+SMAD4	primary	FBXW7+KRAS+PIK3CA+SMAD4	4	3	0.0002363507445048452
primary::FBXW7+KRAS+PTEN+TP53	primary	FBXW7+KRAS+PTEN+TP53	4	3	0.0002363507445048452
primary::FBXW7+KRAS+RNF43+TP53	primary	FBXW7+KRAS+RNF43+TP53	4	3	0.0002363507445048452
primary::FBXW7+PIK3CA	primary	FBXW7+PIK3CA	2	3	0.0002363507445048452
primary::KRAS+PIK3CA+SOX9	primary	KRAS+PIK3CA+SOX9	3	3	0.0002363507445048452
primary::KRAS+TCF7L2	primary	KRAS+TCF7L2	2	3	0.0002363507445048452
primary::NRAS+SOX9+TP53	primary	NRAS+SOX9+TP53	3	3	0.0002363507445048452
primary::PIK3CA+PTEN+TP53	primary	PIK3CA+PTEN+TP53	3	3	0.0002363507445048452
primary::PIK3CA+TCF7L2+TP53	primary	PIK3CA+TCF7L2+TP53	3	3	0.0002363507445048452
unknown::APC	unknown	APC	1	3	0.0002363507445048452
unknown::APC+BRAF+TP53	unknown	APC+BRAF+TP53	3	3	0.0002363507445048452
unknown::APC+KRAS	unknown	APC+KRAS	2	3	0.0002363507445048452
unknown::APC+KRAS+SMAD4+TP53	unknown	APC+KRAS+SMAD4+TP53	4	3	0.0002363507445048452
metastatic::APC+ARID1A+FBXW7+KRAS+PIK3CA+TCF7L2	metastatic	APC+ARID1A+FBXW7+KRAS+PIK3CA+TCF7L2	6	2	0.00015756716300323014
metastatic::APC+ARID1A+FBXW7+KRAS+TP53	metastatic	APC+ARID1A+FBXW7+KRAS+TP53	5	2	0.00015756716300323014
metastatic::APC+ARID1A+KRAS+PIK3CA	metastatic	APC+ARID1A+KRAS+PIK3CA	4	2	0.00015756716300323014
metastatic::APC+ARID1A+KRAS+PIK3CA+SOX9	metastatic	APC+ARID1A+KRAS+PIK3CA+SOX9	5	2	0.00015756716300323014
metastatic::APC+ARID1A+KRAS+SMAD4+SOX9	metastatic	APC+ARID1A+KRAS+SMAD4+SOX9	5	2	0.00015756716300323014
metastatic::APC+ARID1A+KRAS+SMAD4+TP53	metastatic	APC+ARID1A+KRAS+SMAD4+TP53	5	2	0.00015756716300323014
metastatic::APC+ARID1A+SOX9+TP53	metastatic	APC+ARID1A+SOX9+TP53	4	2	0.00015756716300323014
metastatic::APC+BRAF+KRAS+PIK3CA+SMAD4+TP53	metastatic	APC+BRAF+KRAS+PIK3CA+SMAD4+TP53	6	2	0.00015756716300323014
metastatic::APC+BRAF+NRAS+TP53	metastatic	APC+BRAF+NRAS+TP53	4	2	0.00015756716300323014
metastatic::APC+BRAF+PIK3CA+SOX9+TP53	metastatic	APC+BRAF+PIK3CA+SOX9+TP53	5	2	0.00015756716300323014
metastatic::APC+BRAF+PTEN+TP53	metastatic	APC+BRAF+PTEN+TP53	4	2	0.00015756716300323014
metastatic::APC+BRAF+SOX9+TP53	metastatic	APC+BRAF+SOX9+TP53	4	2	0.00015756716300323014
metastatic::APC+BRAF+TCF7L2+TP53	metastatic	APC+BRAF+TCF7L2+TP53	4	2	0.00015756716300323014
metastatic::APC+BRAF+TGFBR2+TP53	metastatic	APC+BRAF+TGFBR2+TP53	4	2	0.00015756716300323014
metastatic::APC+CTNNB1+TCF7L2+TP53	metastatic	APC+CTNNB1+TCF7L2+TP53	4	2	0.00015756716300323014
metastatic::APC+FBXW7+KRAS+NRAS+SMAD4+TP53	metastatic	APC+FBXW7+KRAS+NRAS+SMAD4+TP53	6	2	0.00015756716300323014
metastatic::APC+FBXW7+KRAS+SMAD4	metastatic	APC+FBXW7+KRAS+SMAD4	4	2	0.00015756716300323014
metastatic::APC+FBXW7+KRAS+TCF7L2	metastatic	APC+FBXW7+KRAS+TCF7L2	4	2	0.00015756716300323014
metastatic::APC+FBXW7+KRAS+TCF7L2+TP53	metastatic	APC+FBXW7+KRAS+TCF7L2+TP53	5	2	0.00015756716300323014
metastatic::APC+FBXW7+NRAS+TP53	metastatic	APC+FBXW7+NRAS+TP53	4	2	0.00015756716300323014
metastatic::APC+FBXW7+SMAD4+TP53	metastatic	APC+FBXW7+SMAD4+TP53	4	2	0.00015756716300323014
